account_id,customer_name,account_type,balance,currency,branch,interest_rate,opening_date,credit_score,status
2bd07437-9efc-4051-90ee-26d78e496aa1,Kirsten Lopez,Savings,7981.77,EUR,New York,1.26,2021-07-17,723.0,Suspended
d47a9b90-c02b-4479-ae33-64d8a43320e0,Ashley Perez,Business,55441.78,EUR,Berlin,5.3,2019-01-27,583.0,Closed
c179141e-eb5f-4ccc-92a8-8d43de19f8a7,Louis Brown,Business,53070.92,USD,London,7.22,2020-06-16,569.0,Suspended
e6f6b819-0f83-4577-864c-1ac0a5c10ce6,Luis Mills,Loan,,GBP,Berlin,7.0,2016-07-28,569.0,
5c75b676-cc47-4e85-9534-5256291728e0,Justin Deleon,Checking,71395.4,INR,Berlin,5.09,2023-05-10,807.0,Suspended
7be5773e-501f-40d4-9ddf-da9742cd844f,Angelica Schroeder,Loan,,EUR,,3.16,,714.0,
b1ab91a1-f963-4946-8d86-8629386ab7e1,Jordan Choi,,,GBP,,5.85,2019-05-14,432.0,
593c05df-7837-4aa0-813e-7e77678688e4,,Business,41885.81,,,1.54,2023-04-10,,Closed
6b321ed0-a354-4d19-a278-9f1fea45e02b,Mrs. Cindy Shields,Savings,95899.83,,London,3.64,2025-05-27,,Suspended
07943812-f4fb-4ee4-8a8f-94a36d86b594,Kyle Mccullough,,75089.45,EUR,Tokyo,5.68,2018-02-26,431.0,Active
b0571a7d-8bfe-4a5c-8aec-51396d24d18e,Jennifer Hill,Loan,39614.46,JPY,,5.48,2022-12-04,588.0,Active
533818a5-7e5d-4b3a-8f0c-a7daaa75cf85,Mark Doyle,Loan,61110.39,INR,London,6.07,2021-05-27,540.0,Closed
,Mark Peterson,,,JPY,New York,5.38,2016-11-27,711.0,Suspended
d972c90b-8fb9-4ff3-8be9-6952b53cc6a7,Robert Drake,Savings,89966.79,USD,,2.43,2021-04-27,313.0,Closed
f8b915b7-4f1e-4550-981e-6763fa58179c,Jessica Rios,Loan,44696.62,EUR,London,6.94,2022-09-04,620.0,Closed
7612a9b2-ad84-4ba3-8e72-9241a9052300,Gregory Underwood,Loan,5281.1,INR,New York,3.41,,335.0,
,Amber Carlson,Business,34264.81,EUR,Berlin,2.62,2017-06-19,514.0,Active
2c4ea3aa-e396-4eca-82f8-9cd3c1d20496,Karen Holloway,Loan,84123.34,GBP,London,1.53,2025-06-05,509.0,Suspended
177c55b9-58b6-4d52-b6eb-23df32454e8d,Alexandria Myers,Savings,73094.19,GBP,New York,2.94,,782.0,Closed
eac9b211-311d-46be-9630-b7d769cc17f7,Dr. Mia Cohen MD,Business,53964.93,INR,Mumbai,1.5,2018-07-01,691.0,Suspended
c720a601-4474-41bb-b536-4779be737311,Richard Arellano,Checking,35976.45,INR,Berlin,1.42,2023-04-15,322.0,Closed
4521aa16-868c-4503-a55a-8937e2b3fdfc,Ann Glenn,Business,57363.83,EUR,Berlin,6.7,2023-12-06,767.0,Suspended
35868a60-eacb-4c58-9571-3e0e17007c20,Richard Alexander,,54040.65,INR,Berlin,,2019-12-26,337.0,Suspended
0eae18c8-9816-4120-82de-456503accb12,Brent Page,Savings,94659.22,USD,Tokyo,6.55,2020-08-30,373.0,Closed
da44cb65-2533-44be-8ed6-14c6546da88d,,Business,,JPY,New York,7.07,2022-04-19,619.0,Suspended
,Cody Nicholson,Savings,50196.21,GBP,Berlin,1.51,2017-02-03,682.0,Active
c0431f7a-8285-4cbe-ace5-0d6e1c2c74ba,Christopher Johnston,Checking,21505.47,EUR,Berlin,4.0,2015-10-04,,Suspended
47f912eb-24e7-43f0-81bb-9b529a02d915,Christopher Crawford,,93116.2,JPY,New York,6.81,2021-08-08,464.0,Active
76b922d4-8461-44c8-af34-8c5c9b6d4eaa,Ian Gutierrez,Business,75033.34,USD,Berlin,5.46,2016-05-17,326.0,Closed
43535b71-4ecb-4892-8ec9-4c9c27ba9abd,Robert Butler,Checking,76699.47,EUR,London,6.24,2021-03-03,489.0,Active
,Vanessa Deleon,Checking,42939.62,JPY,Berlin,5.48,2016-07-12,700.0,Active
1f450c83-8ea2-4043-acda-dbacd54ee476,David Ray,Business,51338.52,JPY,Berlin,,2025-02-09,517.0,Active
4f65d311-abf6-4ae4-b39f-b9e5e3df54f7,Morgan Mckee,Savings,96814.05,GBP,Berlin,3.62,2020-11-06,385.0,Suspended
,Tanner Bennett,Loan,11961.52,,London,5.6,2017-01-28,,Suspended
a12f2e11-f164-4850-8beb-beb44d0a041e,Andrew Brooks,Checking,1832.41,GBP,Mumbai,4.73,2024-01-28,849.0,Suspended
bde85d2a-5d40-4048-9f1e-006f7b7aff77,Terry Galvan,Checking,23345.87,INR,London,1.65,2024-03-10,516.0,Active
1724d5b6-30ed-4743-8148-91b93db36b19,Stephen Alexander,Savings,67017.44,JPY,Berlin,6.04,2021-01-13,600.0,Closed
0cf56110-28e8-44cb-9916-a569f16a6eb7,Jason Mccall,Loan,56733.54,USD,Tokyo,4.56,2021-05-03,784.0,Suspended
2031e499-8e9c-49be-b7ea-05f7d9997b03,Benjamin Warner,Business,30306.26,,Tokyo,5.48,2024-07-18,565.0,Closed
58b702a8-19a3-4531-97eb-3c28afcdb02a,Jillian Gonzalez,Checking,72610.78,EUR,Tokyo,,2018-11-20,807.0,Suspended
22aabbee-b18e-47d7-b323-793c6e5add46,Steve Harding,Savings,77620.61,INR,Mumbai,5.73,2017-09-06,840.0,Closed
38175320-4206-438d-a21e-778c8eef9d0f,Jordan Douglas,Loan,81494.76,EUR,New York,7.22,2025-06-26,455.0,Suspended
cd61d994-0513-4ccf-9d04-c7ff69e7cc3b,Melissa Carroll,,96814.75,EUR,New York,,2025-05-07,495.0,Suspended
6eb42c74-9521-4e98-b683-9a7b8859f1e8,Jennifer Walton,,67520.14,,Mumbai,6.66,2023-06-16,691.0,Active
40022c20-b0d6-42af-802c-1d1fd1846e29,,Business,8064.0,JPY,Berlin,6.43,2016-08-31,604.0,
8b88dbe0-c1f2-4800-8987-d1b35cec0ce5,Lisa Hayes,Loan,29642.98,USD,London,4.66,2020-08-30,408.0,Suspended
,Michael Ayala,Savings,,EUR,Berlin,3.28,2016-08-12,531.0,Closed
fde2422e-e813-4c34-8583-631e775ecdad,Christine Hill,Business,97729.84,INR,,1.67,2017-02-20,409.0,Closed
9aeb838c-aaa2-492c-b6b8-70675f037f48,Victor Davis,Business,39734.11,USD,Mumbai,3.89,2017-07-14,527.0,Active
f1a6f4fa-fabc-4c64-baf6-3b44fc2badd2,Ashley Rios,Savings,69226.2,INR,Berlin,1.4,2023-02-18,655.0,Closed
82b9906b-35d7-41eb-842d-b39c09a44827,Micheal Wright,Checking,28973.23,USD,,3.06,,615.0,Active
,,Business,34263.11,USD,London,4.7,2019-06-11,377.0,
3e52b4e1-c740-4fd1-93eb-bd4b6960120a,Erin Moore,Savings,87842.49,USD,London,6.42,2020-02-12,798.0,Closed
73c182c5-0d42-4fa4-b307-99e96f09c3fb,Jennifer Hancock,Business,30687.97,INR,New York,1.05,2023-04-16,612.0,Suspended
bc5f37d6-9f17-42e8-8a7a-7658fdf5fd83,Brian Herrera,Business,4972.21,JPY,Tokyo,3.73,2018-02-22,399.0,Active
786a5957-0e36-4881-933d-e868f74e6cdd,Lisa Johnson,Checking,69582.75,GBP,Tokyo,5.5,2017-11-01,779.0,Suspended
fbe7c52a-0994-48fc-8bcf-01f67e58ce1f,Mary Morgan,Checking,61999.81,USD,Berlin,3.92,2016-06-01,405.0,Closed
eca36ff9-0a35-48c1-8ce2-791990907d40,Jason Roman,Savings,61212.48,INR,New York,2.41,2022-07-19,819.0,Suspended
29b7f4a7-6e33-4498-a4ad-bc5ed785227e,Stephanie Baker,Business,80433.17,EUR,Tokyo,5.88,2024-03-18,645.0,Active
c44b7567-891c-475d-bcb8-fe1d51bd0581,Eric Cox,,93718.79,EUR,Tokyo,1.38,,434.0,Active
2704b8fa-a234-4d2f-a143-86b86a1cd7f8,,Business,38720.9,EUR,Tokyo,2.55,2022-07-24,807.0,Closed
3c75f01c-d987-4596-8db6-0398edc3cc72,Robert Romero,Savings,92969.19,GBP,New York,6.03,2016-08-28,831.0,Active
407488d9-22eb-41fa-bea4-fc0f41361d8c,Mrs. Pamela Mcguire,Business,89631.5,USD,,6.47,,556.0,Suspended
7dc208fd-1953-4c69-90e5-32a5af75dfaf,Nancy Carlson,Business,82231.96,EUR,Mumbai,5.77,2018-01-23,500.0,Suspended
5a05dce4-154f-4b2d-a6ba-b8244d784471,Barbara Thompson,Savings,17266.49,EUR,Mumbai,3.54,2016-11-29,773.0,Suspended
37aa75ee-c7eb-4661-ba19-cdb7d43ee9c0,Misty Ball,Business,7180.36,EUR,London,6.1,2025-02-07,557.0,Closed
ec3e267b-2ae3-4fcf-8e21-ea9846321eec,Samuel Washington,Checking,14695.7,JPY,Tokyo,1.07,2024-02-26,651.0,Suspended
a9ead6b9-b0f9-4fc5-b7f7-cfc437a0ca5b,,Loan,78121.05,USD,Tokyo,3.92,2015-09-01,543.0,Closed
c117ebc3-deb9-44a6-8640-bc6e200d2cfc,,Savings,72300.55,INR,,4.35,2020-07-17,591.0,Closed
5017c891-0c1e-493b-9303-d743ab965102,Stephanie Thornton,Business,11167.02,JPY,London,5.45,2016-12-21,491.0,
f2c93649-d09e-450b-9739-fb3536e35db5,Ross Mercer DDS,,24727.97,EUR,Mumbai,5.87,2025-03-28,784.0,
08e24cb5-904d-4c98-b899-e6c5bfa02a6a,Charles Holden,Savings,88834.82,USD,London,2.03,2024-02-18,456.0,
633221a8-24fb-416f-988e-785810fb36ee,Debra Bowen,Loan,98807.23,JPY,,4.3,2017-10-23,480.0,Suspended
f727ae73-d9bc-44c4-be81-aea9c24d998d,Paul Bennett,Checking,26192.43,,New York,5.9,2018-07-20,428.0,Suspended
cb5e1c72-983b-4bdd-af49-409394ec3d6c,Michael Robinson,Loan,4138.34,EUR,Tokyo,4.83,,387.0,Active
c4236798-245c-43f5-af3e-38c4e1d60b2a,Katie Barnett,Savings,41359.15,EUR,New York,6.76,2018-04-04,587.0,Active
83999968-493e-47bb-bcf4-e1b34403263b,Joseph Anderson MD,Checking,,,New York,1.61,2021-04-16,379.0,
fdb9e619-fae9-4e69-a0c0-e4cf13f7a7af,,Business,31002.12,,Tokyo,5.15,2015-08-14,679.0,Closed
4fd861d1-75c1-45c5-9c1e-ab25e82761e2,Sharon Little,Checking,94500.27,JPY,New York,2.26,2025-06-28,676.0,Active
16b8d0e9-863c-49b7-a136-f6b963fab82e,,Business,53824.79,,New York,3.3,2021-04-06,570.0,Suspended
2eb8f6ab-5c68-462d-b501-7d4d2b07ce56,Karen Logan,Checking,17645.48,USD,Tokyo,3.63,,539.0,
fb1f6bd9-f2ee-4b94-be97-8d4456039061,Alex Rich,Business,65969.05,GBP,New York,,2016-11-05,539.0,Active
b587d233-f263-45cf-8ba4-7c51ba811056,Taylor Foster,Checking,78072.1,USD,Berlin,4.78,2020-02-13,400.0,Suspended
06a89441-a087-4507-b6e2-5c82f6b49cd8,Amanda Bennett,Checking,50542.15,GBP,,4.56,2023-05-25,789.0,Suspended
c75fb5b1-36ac-48eb-abad-3a169904bf4b,Joshua Taylor,Savings,73743.65,INR,Mumbai,3.86,2019-06-03,658.0,Closed
dc35fcf2-5b6f-4db6-87a8-c934b9ffd23d,Heidi Lewis,Loan,82383.47,,Mumbai,1.76,2024-07-20,403.0,
f8bc653e-fc34-45e1-b487-f32f9fc440b0,Brandon Peterson,Checking,29497.12,,Mumbai,2.79,2020-07-15,382.0,Suspended
a5109ddf-2ee3-4866-8dbe-9583857d694c,Brandon Houston,Checking,51124.02,,New York,6.71,,712.0,
,Jessica Horton,Loan,2396.76,GBP,Tokyo,6.92,2020-07-08,692.0,Active
9d198730-876b-4174-8b3d-6341029ab573,Sarah Howell,Business,77537.71,GBP,Mumbai,3.23,2023-10-22,697.0,Closed
,Carly Richardson,Business,38390.2,INR,London,1.35,2022-03-21,475.0,Closed
f428e1f9-2dbc-4d96-8a9e-2f41049934c3,Thomas Jones,Business,93805.33,INR,New York,2.03,2020-12-28,465.0,Active
0bbc5f4a-9264-4e1f-b112-abd4c227781d,Joshua Dixon,Savings,7023.17,EUR,London,,2024-03-29,446.0,Suspended
bab4d501-76e1-4b3d-97ae-97c50f92030b,Shawn Roberts,Savings,41873.47,JPY,,4.25,2023-07-21,555.0,Closed
9456641f-6954-4807-80d4-ab80727cca30,Rebecca Robertson,Loan,48998.71,USD,Mumbai,3.91,2019-10-11,431.0,Suspended
dcc26e00-5467-4b90-b9a9-73568fcbe8b4,William Moore,Checking,53474.97,INR,,2.08,,684.0,Suspended
,Heather Lewis,,12412.0,GBP,Tokyo,7.05,2017-05-02,506.0,Closed
,Jason Flores,Loan,47348.65,JPY,London,2.96,2018-07-18,598.0,Closed
fad477fa-da19-4bce-93f6-2d197a64b9ff,Stanley Williams,Loan,68850.87,GBP,New York,3.91,2015-10-05,,
,Matthew Moreno,,57541.94,EUR,London,2.21,,751.0,Closed
03860c62-771f-48b2-8705-54949b146f25,Natalie Sanchez,Checking,95279.65,EUR,Mumbai,1.82,2018-06-06,528.0,Closed
23fb814f-d28d-4360-9098-f9c803f3a906,Jason Hernandez,,36176.62,EUR,Berlin,2.61,2022-05-02,442.0,Suspended
0936c8d0-bf86-404d-a794-0a68b010af75,Albert Willis,Savings,,GBP,New York,4.49,2017-04-14,611.0,
cadbc9a4-8a78-4bcf-8a20-2df09966d617,Christopher Nolan,Loan,71999.76,USD,London,3.48,2020-12-24,345.0,
a280ae5a-80bb-4ff7-b60f-e716d184bace,,Loan,,USD,Tokyo,2.29,2023-05-04,467.0,Active
95c0459d-5eda-4e3e-b4cb-a540c0e2d073,,Business,,INR,London,6.43,2019-11-15,683.0,Active
930a5ef2-d9d0-4214-b011-312b518f7597,Jason Welch,Business,77167.5,USD,London,2.24,2023-02-22,785.0,
ebb167d5-ec32-4c4d-a5d6-63da923fdff5,Brittany Mercado,Checking,,INR,Tokyo,4.75,2021-01-04,,Active
dcfda91d-db42-4b74-91e1-5d526114bd76,Joshua Contreras,Savings,28856.83,GBP,New York,3.96,2019-11-14,,Active
e31b7010-d0af-455f-87b1-d0b641abb61c,,Business,75580.3,USD,,6.65,,374.0,Active
e58a3839-d7cd-4f88-aef6-16a4da6356ae,,Loan,81910.74,JPY,Tokyo,4.19,2017-08-30,838.0,Active
85a27923-cfa2-407f-a73f-6cc73f294507,Amanda Wilkins,Checking,2731.81,,Tokyo,1.71,2016-02-22,588.0,Closed
b8800694-9819-472f-8630-e59758e30f3e,Kelly Perez,Business,96423.35,GBP,Mumbai,4.1,2022-09-23,476.0,
fdb2881d-c32c-4536-a7b5-da54479faf68,Corey Contreras,Business,18576.87,USD,Tokyo,1.76,2016-05-23,761.0,Closed
,Teresa Day,Loan,55171.11,EUR,London,6.36,2016-09-02,571.0,Suspended
42b6fd6b-f196-4b6d-921b-1c318dd03550,Amanda Klein,Savings,63042.29,JPY,New York,4.33,,848.0,Closed
2bf8563d-c0dd-46f7-8249-790cc965a011,Joshua Roberts,,95201.26,,New York,3.56,2022-08-30,719.0,
7edff306-ee10-4910-9903-f459e7aafccc,Ross Johnson,Checking,,INR,Mumbai,6.24,2017-05-06,666.0,
023450b0-b1a3-4a4a-92f3-dce3fddac54d,Molly Reyes,Loan,,USD,Berlin,5.79,2019-07-06,305.0,Closed
10731f1f-1188-41db-ac95-eeb3a235948a,Ricky Avila,Checking,28035.44,EUR,London,4.09,2024-08-02,803.0,Suspended
89ff1647-0d14-4c8a-96e0-1abb3c7b70e9,,Savings,46793.94,GBP,New York,,2018-06-17,454.0,Suspended
74cd0aab-8225-4d37-868c-8f956ac44516,Richard Johnson,Business,,INR,New York,6.26,2018-07-30,,
df3e06db-bd99-4fc1-a384-02b916fdfe14,Kimberly Wilson,Loan,62711.85,JPY,Berlin,5.53,2018-07-21,466.0,Suspended
198b1942-bda1-4adb-819b-81d27b1af332,Kenneth Noble,,30459.11,USD,Berlin,,2016-07-19,343.0,Closed
ea7eb672-344d-4bd3-b461-66d8b31d9603,John Smith,Checking,41320.61,EUR,London,3.79,2022-09-10,490.0,Suspended
1a0a42bd-b1f2-4822-a1e5-121f9a6b167c,Mary Wilkinson,Loan,93231.15,USD,New York,6.71,2016-11-19,,Closed
ad4c5785-2cc8-4667-b2dc-20dafe744348,Lindsey Ryan,Savings,40921.49,JPY,Tokyo,7.3,2020-12-12,773.0,Active
eba4c932-b641-4562-a855-62b4c61f274d,Matthew Walters,Loan,57664.19,,London,6.38,2024-06-16,567.0,Suspended
d05f0922-3c96-42bb-b6b5-55012dc60c9b,Dennis Gilmore,Savings,60931.29,JPY,Berlin,6.3,,675.0,Closed
1de5d89c-661a-47b5-824e-703b085706e4,Maureen Hawkins,Loan,80361.22,JPY,New York,3.74,2021-09-20,370.0,Closed
e37777fa-12e4-4e6b-8340-21f16c405f09,Daniel Perry,Checking,83877.35,INR,New York,,2021-04-15,403.0,
0a4bdf84-4aa9-449a-b267-98ca5d2667c5,David Cox,Loan,5016.99,GBP,New York,3.67,2020-02-24,461.0,Closed
e9a641ad-7f2c-4fb8-8b58-a3e4d8236dbe,Juan Torres,Loan,21041.99,JPY,London,5.09,2021-03-17,578.0,Active
,Jason Quinn,Savings,31340.17,,Tokyo,4.08,2018-03-28,508.0,Closed
,John Cherry,Savings,58127.0,GBP,Berlin,2.2,2024-11-28,634.0,Active
bb3081f3-042b-44cd-b6de-bda6c5152411,Matthew Nichols,Business,73629.01,INR,London,,2025-04-16,434.0,Active
,Jason Fowler,Checking,76908.05,JPY,Berlin,,2020-12-04,655.0,Suspended
dd18510e-02dc-45ab-b2dd-494bc6d2b22d,Andrea Miller,Savings,12087.73,USD,Tokyo,3.42,2021-06-24,468.0,Suspended
e9fb6048-84d1-4b88-86d0-b111b799e5f0,Ryan Bray,,19418.4,USD,New York,,2025-04-28,439.0,Suspended
2b211f5a-59e2-44cf-b0a6-fee350654825,Scott Kennedy,Savings,18434.83,GBP,New York,3.06,2017-08-14,567.0,Closed
e7e3df46-842c-411d-906a-b3ac271a0d8d,Jared Lozano,Business,74705.28,INR,London,2.14,2023-10-18,405.0,Closed
,Elizabeth Booker,Loan,,EUR,New York,1.08,,723.0,
44023eeb-83da-4f35-af16-55ef6f4c6194,Victor Henderson,Loan,86638.19,,,,2016-10-07,382.0,
16fbf7df-f2fb-4697-82f9-240781c573aa,Jill Dominguez,Loan,61836.65,JPY,Tokyo,1.66,2024-10-30,381.0,Suspended
adb0fa64-e199-4199-a553-ce9432a45e7d,Karen Holmes,Savings,98195.66,,Berlin,5.49,2019-08-04,514.0,Active
69cace1a-5fea-4bca-821f-0075a021f379,Ann Knight,Checking,,GBP,London,7.39,,312.0,Suspended
1bcd6885-477c-4271-8871-30695fd0b572,,Savings,77458.86,EUR,New York,4.86,2022-01-19,653.0,Suspended
cf4c30fb-414b-4390-8833-9ecf6f93d4d4,Kristen Clayton,Business,92551.3,EUR,Mumbai,6.93,2017-11-22,,Closed
189c28a4-2658-4a6c-8909-eeca39f817c0,Charles Rice,Loan,92047.82,JPY,London,,2018-03-13,783.0,Closed
bf114147-148a-4092-877a-3e7d398a1578,,Checking,73905.9,INR,New York,3.66,2019-02-16,414.0,Suspended
de234759-73ba-4b05-a356-de51c07604eb,Scott Moody,Checking,63635.59,EUR,Mumbai,2.55,2024-04-17,716.0,Suspended
a4a054f1-fe95-4c95-869c-1e4f357d0b2a,Heather Gonzalez,Checking,8750.11,GBP,New York,3.35,2017-03-31,372.0,Closed
02dec498-e93e-4620-8173-3be226cecba8,Carl Wood PhD,Savings,21295.47,INR,Mumbai,5.36,2015-11-26,372.0,Suspended
92817b27-77d8-4785-bd67-62fbafdd175a,Nicole Cook,Loan,75665.44,JPY,Tokyo,4.71,2019-11-29,546.0,Closed
2ed46c18-d107-478d-9feb-9edabb690e17,,Business,89772.82,JPY,Berlin,2.05,2020-03-04,722.0,Suspended
2673be15-ac5f-4ab2-b21f-8434a5efebca,Justin Pacheco,Savings,5473.98,INR,New York,1.19,2020-12-30,564.0,Suspended
c5293ae4-c141-4f17-8e7b-c2baa340c263,Jillian Cox,Business,98170.87,EUR,New York,5.27,2025-07-06,767.0,Active
ed6983f7-10fc-4378-b206-51abb3ba39de,Nicole Mclaughlin,Loan,88960.46,INR,,1.98,2023-07-15,343.0,Closed
999997c6-f230-499d-bd4d-f8b0bba54649,Tiffany Campos,Loan,59523.85,INR,Mumbai,6.67,2015-12-31,321.0,Active
63eb4138-269f-4a75-b303-07cead9149b3,Mark Riggs,Savings,53914.13,INR,New York,4.66,2018-05-24,,Suspended
9b183d47-a6f2-4877-9590-6720b39328ce,,Loan,98633.69,INR,New York,1.73,2020-12-22,841.0,
a28d744e-c743-46cf-9e66-4988a2b3d574,Robert Taylor,Checking,70241.97,INR,,5.15,2021-10-17,558.0,Active
,Shannon Wright,Business,,EUR,New York,6.82,,,Active
90455599-82dd-415f-94b3-e0232c5bab68,Adam Johnson,Savings,39108.11,USD,Tokyo,6.59,2017-01-14,769.0,
1c6bb386-4eb7-49e7-985b-67209fcbd536,Timothy Perkins,Loan,88755.34,USD,London,6.39,2019-01-08,445.0,Active
ddb196e3-93e5-4d46-8b3d-6013d93a6011,James Williams,,13009.13,INR,Tokyo,5.52,2022-01-24,765.0,Active
,Lauren Jimenez,Business,19728.38,EUR,Tokyo,1.35,2021-10-18,808.0,Closed
665fb692-5462-463e-973b-f8f1d05f570c,Jason Watts,Business,79320.59,EUR,New York,6.13,2016-11-17,589.0,Closed
,Jonathan Peck,Business,98149.25,JPY,,2.57,2020-07-01,657.0,Suspended
1b1b8846-0b6f-4619-b427-665b89263fe2,Derrick Campbell,Savings,67923.02,INR,,,2025-03-24,,Suspended
48ee933d-7d2b-4462-b56b-40392832e608,Scott Russell,Checking,,EUR,Mumbai,4.81,2023-11-03,705.0,
,Michele Vazquez,Loan,17155.62,EUR,New York,2.36,,557.0,
f3d8a25d-26ff-4e3f-83b2-e2d1bc95bbc6,Kathleen Phillips,Checking,,JPY,Tokyo,7.45,2025-05-18,757.0,Closed
b25348f2-b4da-4172-bcc0-15a919caedf5,Cody Schroeder,Loan,95790.34,GBP,Berlin,1.83,2018-10-12,474.0,Suspended
9dbb7c10-d44e-4e44-94e8-47e5935b9790,Robert Ross,Checking,21393.98,USD,Mumbai,6.54,2023-08-17,350.0,Suspended
fa18f76d-1f4f-4b69-a480-cb9c084df76f,Darin Reynolds,Savings,79110.28,INR,Mumbai,7.44,2022-05-02,445.0,Active
a5a7f8ba-9e7e-46c6-adc1-d15f0d5e5e29,,Checking,73421.45,JPY,,1.34,2022-04-28,639.0,Active
1b2a56dc-455c-44f9-b847-5a9be83b25e4,Daniel Wilson,Loan,87857.39,USD,,4.24,2020-02-03,429.0,Suspended
c4aac31c-fe28-4882-8dd5-c8a69ef895c0,Kevin Nelson,Business,98656.62,EUR,New York,2.25,2018-02-02,744.0,
08192df9-7a21-40c5-a6f1-e3138b9d8a63,Meagan Williams,Checking,,,London,,2021-04-29,807.0,Suspended
60594e00-e120-4862-90dc-22732a0b260f,Michael Moore,Loan,38062.68,GBP,New York,2.79,2019-07-24,437.0,Suspended
f5a8c318-be36-47dc-a640-ff7809f7ba26,Justin Jenkins,Savings,53089.24,USD,London,4.07,2023-03-28,762.0,Suspended
fa4b00f0-b055-448f-acc2-9848b89dbadf,Julia Rodriguez,Loan,15456.01,GBP,London,3.41,2021-11-05,511.0,
a598072f-8e9d-4375-a655-fb03bf5c20df,,Loan,39585.51,INR,London,5.6,,497.0,Active
f893ac53-2415-4d8a-9042-36382a462300,Daniel Davis,Business,80844.58,JPY,London,3.29,2018-04-05,383.0,Closed
78a43592-74a1-4c17-88c7-01a3c2c1cd73,Joel Hamilton,Savings,3554.41,USD,Mumbai,,2015-10-04,337.0,Closed
8e2f54ac-32f8-46c9-a227-fe43a58920ba,Allen Pena,Loan,77749.2,GBP,Mumbai,4.18,2021-01-19,459.0,Suspended
5514080e-51e2-460b-ac27-05c96a2dc52e,Adam Yang,Loan,93256.56,GBP,Tokyo,,2020-05-09,798.0,Closed
6776e52d-6728-4d05-a666-7740d83c524c,Michael Morales,Savings,37189.64,JPY,New York,1.82,,453.0,Closed
966bc317-3a31-4be7-9a21-213d417801ee,David Castillo,Business,41978.66,USD,Mumbai,5.04,2019-12-09,301.0,Suspended
,Danny Richmond,Savings,26527.07,GBP,New York,5.65,2020-06-24,708.0,Suspended
2ff8154c-663f-425c-a41f-2c852a342080,William Riggs,Business,57244.52,USD,Berlin,4.74,2022-08-20,571.0,Suspended
1164f8ce-0b9f-412f-8a3c-fe9bbfb9fec9,Timothy Miller,Business,73692.55,USD,London,,2021-09-27,689.0,Active
,Cynthia White,Checking,19582.12,USD,Berlin,2.33,2022-06-04,366.0,Active
,Randall Lane,Checking,39306.33,INR,Mumbai,6.3,2019-04-16,494.0,Active
67c46179-9918-4f91-839d-a2b381b55714,Andrew Hancock,Loan,7244.31,,Berlin,5.52,,,Suspended
46c606ca-db4e-4122-8902-36de67b71a33,Ashley Nelson,Savings,88894.81,EUR,Tokyo,4.09,2020-03-24,460.0,Closed
7638039d-e21f-4318-bb06-d9c0cf57d27b,James Cruz,Loan,10538.43,INR,Berlin,5.4,2021-01-28,704.0,Suspended
2a79dc2e-0c4f-403f-95fe-7cad16d443ed,Kenneth Stephens DDS,Loan,72509.47,GBP,Mumbai,3.37,2022-07-22,513.0,Active
fb0f39c0-14a7-40f3-8a7f-d88da2603d02,Dr. Erik Shepard PhD,,18603.65,USD,London,1.79,,577.0,Closed
84421577-2cdf-4eca-a726-bf042231621a,Dana Torres,Checking,34529.65,,London,2.49,2017-12-21,557.0,Suspended
ea7cd320-2b23-4de7-902f-8520246a372e,Donna Newman,Business,59314.5,EUR,Mumbai,3.08,2016-03-30,829.0,Active
